Index,Name,Description,Brand,Category,Subcategory,Price,Currency,Discount_Pct,Final_Price,Tax_Rate,Stock,EAN,SKU,Internal_ID,Color,Size,Material,Weight_kg,Length_cm,Width_cm,Height_cm,Rating,Review_Count,Availability,Supplier,Country_of_Origin,Warranty_Months,Tags,Image_URL,Created_At,Updated_At
9682,Dell Appliances Rose Gold 36,Walk often wide wall skin country dinner full school visit kind.,Dell,Home & Kitchen,Appliances,81786.65,INR,10,73607.99,12,1928,1848677261152,DEL-HOM-009682,PROD-09E42ED1,Rose Gold,36,Wood,29.24,79.1,108.2,76.1,1.6,5671,In Stock,"Cruz, Campbell and Sanders",Taiwan,0,Home & Kitchen|Appliances|Dell|Rose Gold|Wood,https://cdn.example.com/products/prod-09e42ed1.jpg,2023-06-03 11:46:03,2023-08-02 11:46:03
9683,HP T-Shirts Gold 40,Church specific tough capital debate process technology beyond want task be power shake job.,HP,Clothing,T-Shirts,13852.61,USD,40,8311.57,18,358,6134312305707,HP-CLO-009683,PROD-4DEC5270,Gold,40,Ceramic,22.58,99.7,2.2,95.6,3.3,8521,In Stock,"Stanley, Brown and Wang",China,6,Clothing|T-Shirts|HP|Gold|Ceramic,https://cdn.example.com/products/prod-4dec5270.jpg,2023-11-28 04:00:44,2024-01-12 04:00:44
9684,Decathlon Backpacks Gold XL,Back method entire guy firm or rest speech between put several.,Decathlon,Bags & Luggage,Backpacks,83195.35,INR,30,58236.75,18,1571,5593665065118,DEC-BAG-009684,PROD-A80B0B63,Gold,XL,Ceramic,10.69,17.3,107.6,56.8,1.5,11100,Discontinued,Stanley Inc,Italy,12,Bags & Luggage|Backpacks|Decathlon|Gold|Ceramic,https://cdn.example.com/products/prod-a80b0b63.jpg,2022-09-16 16:23:30,2023-08-03 16:23:30
9685,Woodland Jeans Beige 32,Capital trade size stage already shake service himself raise without better some mention court avoid song.,Woodland,Clothing,Jeans,18391.9,INR,10,16552.71,28,1556,6791862987717,WOO-CLO-009685,PROD-3ADAFE1E,Beige,32,Ceramic,16.84,189.4,61.4,50.5,3.0,2957,In Stock,Davis Inc,China,12,Clothing|Jeans|Woodland|Beige|Ceramic,https://cdn.example.com/products/prod-3adafe1e.jpg,2022-01-01 21:03:16,2022-04-17 21:03:16
9686,HP Travel Pouches Yellow M,Although win study condition high recent office away relationship career section standard practice add enjoy feeling sea.,HP,Bags & Luggage,Travel Pouches,57760.98,INR,10,51984.88,18,1586,0755758427530,HP-BAG-009686,PROD-0A587725,Yellow,M,Cotton,20.04,128.6,127.5,55.7,1.4,15461,Limited Stock,"Sampson, Wilkins and Spencer",India,18,Bags & Luggage|Travel Pouches|HP|Yellow|Cotton,https://cdn.example.com/products/prod-0a587725.jpg,2024-09-06 20:02:29,2025-05-08 20:02:29
9687,Lenovo Planners Pink M,Big only like big prepare agreement practice series.,Lenovo,Books & Stationery,Planners,84048.22,INR,20,67238.58,5,757,9059249302643,LEN-BOO-009687,PROD-DB90CF78,Pink,M,Polyester,8.1,24.6,15.8,50.3,4.8,5390,Discontinued,Davidson Ltd,India,12,Books & Stationery|Planners|Lenovo|Pink|Polyester,https://cdn.example.com/products/prod-db90cf78.jpg,2022-09-24 16:37:22,2023-03-02 16:37:22
9688,Sony Jackets Rose Gold 8,Stock building possible order though protect real among under get inside station have factor benefit this pattern.,Sony,Clothing,Jackets,20954.15,INR,25,15715.61,5,4583,0364650683861,SON-CLO-009688,PROD-766FA574,Rose Gold,8,Wool,3.49,72.9,100.4,52.5,3.6,12666,Limited Stock,Hancock-Heath,South Korea,12,Clothing|Jackets|Sony|Rose Gold|Wool,https://cdn.example.com/products/prod-766fa574.jpg,2024-09-15 00:39:49,2025-01-29 00:39:49
9689,Canon Dresses Beige 10,Value blue design better nature involve per scientist during chance peace perform success account.,Canon,Clothing,Dresses,75526.48,INR,30,52868.54,0,3682,1547637538487,CAN-CLO-009689,PROD-BB3EF496,Beige,10,Wood,26.66,9.6,38.0,35.3,4.4,4086,In Stock,Zamora-Larson,Japan,18,Clothing|Dresses|Canon|Beige|Wood,https://cdn.example.com/products/prod-bb3ef496.jpg,2022-02-20 07:52:09,2023-01-29 07:52:09
9690,Crompton Badminton Silver 9,Until idea will thank analysis almost scene coach she everyone painting common mention bar professor.,Crompton,Sports & Fitness,Badminton,37571.19,INR,10,33814.07,28,2493,1936101295504,CRO-SPO-009690,PROD-B3B0F3A6,Silver,9,Plastic,12.47,73.7,4.3,59.1,3.3,23625,In Stock,Taylor Group,Vietnam,6,Sports & Fitness|Badminton|Crompton|Silver|Plastic,https://cdn.example.com/products/prod-b3b0f3a6.jpg,2024-03-19 03:59:07,2025-02-27 03:59:07
9691,Whirlpool Covers Purple 30,American attorney stuff Mrs reflect change remain policy song cover name ability try we throughout.,Whirlpool,Automotive,Covers,46962.74,INR,20,37570.19,5,751,0554959534890,WHI-AUT-009691,PROD-37F1E971,Purple,30,Plastic,15.88,26.0,76.5,68.3,4.4,4496,In Stock,Reynolds-Foster,Vietnam,24,Automotive|Covers|Whirlpool|Purple|Plastic,https://cdn.example.com/products/prod-37f1e971.jpg,2023-02-13 08:06:49,2023-08-08 08:06:49
9692,Crompton Laptops White 32,Site southern up class factor maybe TV get gun party including exist support modern common.,Crompton,Electronics,Laptops,41219.92,INR,70,12365.98,0,1491,5427889311303,CRO-ELE-009692,PROD-846511E2,White,32,Linen,27.76,41.0,35.8,15.3,3.7,11950,In Stock,Lewis Group,Germany,6,Electronics|Laptops|Crompton|White|Linen,https://cdn.example.com/products/prod-846511e2.jpg,2024-05-30 01:40:51,2024-08-15 01:40:51
9693,Apple Moccasins Cyan S,Event strong myself audience war full debate too really early the technology hair good condition debate.,Apple,Footwear,Moccasins,98688.89,EUR,20,78951.11,12,2111,8095456643668,APP-FOO-009693,PROD-2F160960,Cyan,S,Plastic,4.45,20.1,33.6,16.8,3.2,9546,In Stock,"Miller, Jones and Lopez",Germany,18,Footwear|Moccasins|Apple|Cyan|Plastic,https://cdn.example.com/products/prod-2f160960.jpg,2024-02-21 02:30:39,2024-05-21 02:30:39
9694,Apple Medical Devices Maroon 42,Read nice deal PM computer business about side return road today.,Apple,Beauty & Health,Medical Devices,38799.77,INR,70,11639.93,12,724,4929319176373,APP-BEA-009694,PROD-F51BC01E,Maroon,42,Leather,7.68,54.4,4.9,80.1,4.9,11791,Limited Stock,"Payne, Tate and Nelson",South Korea,6,Beauty & Health|Medical Devices|Apple|Maroon|Leather,https://cdn.example.com/products/prod-f51bc01e.jpg,2024-04-29 23:08:01,2025-03-08 23:08:01
9695,Havells Duffel Bags Orange XS,Determine star room realize article interesting friend color decide shoulder speak reality relationship fear program gas away two choose pick religious score fish few.,Havells,Bags & Luggage,Duffel Bags,89415.12,EUR,70,26824.54,5,4570,7759912557661,HAV-BAG-009695,PROD-3ECD2D5C,Orange,XS,Polyester,13.91,56.2,119.5,75.8,2.6,24941,In Stock,Cisneros Group,Italy,6,Bags & Luggage|Duffel Bags|Havells|Orange|Polyester,https://cdn.example.com/products/prod-3ecd2d5c.jpg,2023-10-19 10:12:49,2023-11-01 10:12:49
9696,Philips Laptops Rose Gold L,Artist site set myself product office interview action third maintain image seem start old choose everything little bit part.,Philips,Electronics,Laptops,24918.57,INR,10,22426.71,5,4007,7902500854790,PHI-ELE-009696,PROD-46CB4E66,Rose Gold,L,Linen,10.54,35.6,47.9,19.9,2.0,13314,Discontinued,Bennett Inc,China,18,Electronics|Laptops|Philips|Rose Gold|Linen,https://cdn.example.com/products/prod-46cb4e66.jpg,2022-09-21 02:57:14,2023-08-18 02:57:14
9697,Wildcraft Swimming Gold 34,Both me something size practice cause speech from born claim him church.,Wildcraft,Sports & Fitness,Swimming,59941.56,EUR,40,35964.94,0,3293,5865113983412,WIL-SPO-009697,PROD-58D29943,Gold,34,Aluminium,16.24,6.3,97.6,47.1,4.5,5901,Discontinued,"Schroeder, Grant and Mora",Japan,6,Sports & Fitness|Swimming|Wildcraft|Gold|Aluminium,https://cdn.example.com/products/prod-58d29943.jpg,2024-12-17 01:49:52,2025-11-14 01:49:52
9698,HP Backpacks Teal 8,Billion general idea idea represent some research seek remember summer.,HP,Bags & Luggage,Backpacks,95001.43,INR,70,28500.43,12,3567,5138447521637,HP-BAG-009698,PROD-07395F92,Teal,8,Stainless Steel,15.58,38.3,32.3,71.5,4.3,9674,Pre-Order,Little and Sons,India,18,Bags & Luggage|Backpacks|HP|Teal|Stainless Steel,https://cdn.example.com/products/prod-07395f92.jpg,2023-06-18 19:56:27,2024-04-24 19:56:27
9699,LG Ayurvedic Blue 9,Seat ground available stuff figure soon ground direction phone left price firm not blue coach.,LG,Beauty & Health,Ayurvedic,31213.01,INR,0,31213.01,0,3965,4697122685398,LG-BEA-009699,PROD-FCCCA877,Blue,9,Metal,21.65,145.8,20.7,28.4,1.5,5772,Pre-Order,"Floyd, Payne and Hurley",Taiwan,18,Beauty & Health|Ayurvedic|LG|Blue|Metal,https://cdn.example.com/products/prod-fccca877.jpg,2024-08-04 13:18:57,2025-04-24 13:18:57
9700,Philips Comics Black L,Woman mouth heart person health guess sit modern imagine.,Philips,Books & Stationery,Comics,76719.58,INR,60,30687.83,0,55,6949391241828,PHI-BOO-009700,PROD-B920B400,Black,L,Glass,17.77,74.7,109.2,52.1,3.9,22318,Limited Stock,Ewing-Davis,Vietnam,6,Books & Stationery|Comics|Philips|Black|Glass,https://cdn.example.com/products/prod-b920b400.jpg,2023-06-14 15:25:49,2023-09-12 15:25:49
9701,Bajaj Magazines Navy L,Hour design population series election maintain early attack center security why product structure successful yet job.,Bajaj,Books & Stationery,Magazines,25076.42,INR,15,21314.96,5,3123,7394149799691,BAJ-BOO-009701,PROD-1EF60351,Navy,L,Glass,7.8,159.7,66.1,32.5,1.1,3034,Limited Stock,Simmons-Nixon,Japan,6,Books & Stationery|Magazines|Bajaj|Navy|Glass,https://cdn.example.com/products/prod-1ef60351.jpg,2022-03-18 11:23:19,2023-01-07 11:23:19
9702,Polo Boots Orange L,Per suddenly put try probably lay office open.,Polo,Footwear,Boots,17295.13,INR,15,14700.86,18,1446,9830077487548,POL-FOO-009702,PROD-7D934C08,Orange,L,Denim,11.84,166.6,135.9,75.6,3.1,15617,Limited Stock,"Smith, Patterson and Black",India,6,Footwear|Boots|Polo|Orange|Denim,https://cdn.example.com/products/prod-7d934c08.jpg,2023-07-18 10:09:06,2024-01-22 10:09:06
9703,Asus Jackets Black One Size,Direction stand eight team step few knowledge itself treatment figure technology catch eight behavior tree base.,Asus,Clothing,Jackets,85090.1,INR,15,72326.59,12,3319,8282321364012,ASU-CLO-009703,PROD-85260EF3,Black,One Size,Wood,7.46,7.0,110.9,27.6,3.1,23636,In Stock,Clark-Harrington,USA,24,Clothing|Jackets|Asus|Black|Wood,https://cdn.example.com/products/prod-85260ef3.jpg,2024-04-02 02:01:09,2024-04-20 02:01:09
9704,Canon Badminton Rose Gold 6,Response pull difficult PM key word about create rise would every father program scene particularly believe thus newspaper.,Canon,Sports & Fitness,Badminton,43211.74,INR,70,12963.52,5,3990,2446550702151,CAN-SPO-009704,PROD-D167F615,Rose Gold,6,Wood,13.55,16.6,109.4,74.5,4.1,13575,Out of Stock,Best Group,Italy,12,Sports & Fitness|Badminton|Canon|Rose Gold|Wood,https://cdn.example.com/products/prod-d167f615.jpg,2022-11-13 04:37:24,2023-10-08 04:37:24
9705,Sony Dolls Orange XXL,Strategy return agency painting adult go certainly make establish challenge someone central reality professional within above small determine program office plant around.,Sony,Toys & Games,Dolls,763.02,INR,0,763.02,28,3763,5357766234435,SON-TOY-009705,PROD-1F42D4A4,Orange,XXL,Metal,15.42,18.4,76.8,31.0,4.0,8369,In Stock,"Leon, Miller and Welch",India,0,Toys & Games|Dolls|Sony|Orange|Metal,https://cdn.example.com/products/prod-1f42d4a4.jpg,2024-07-20 14:42:02,2025-02-01 14:42:02
9706,Woodland Swimming Olive M,Newspaper out modern gun computer or total Republican plant some fact lot always guess power parent hour.,Woodland,Sports & Fitness,Swimming,11674.73,INR,70,3502.42,5,2578,0061315024587,WOO-SPO-009706,PROD-0C4D6738,Olive,M,Glass,1.74,21.3,29.0,8.9,1.7,8020,In Stock,Jacobson and Sons,Vietnam,24,Sports & Fitness|Swimming|Woodland|Olive|Glass,https://cdn.example.com/products/prod-0c4d6738.jpg,2022-08-17 21:23:56,2023-03-21 21:23:56
9707,H&M Resistance Bands Black 40,Sea rate cause quickly thought short guess and.,H&M,Sports & Fitness,Resistance Bands,37428.61,INR,0,37428.61,12,4148,8743153476712,H&M-SPO-009707,PROD-C9400963,Black,40,Polyester,18.04,78.1,32.4,59.4,4.9,4246,Pre-Order,"Gibson, Edwards and Foley",India,18,Sports & Fitness|Resistance Bands|H&M|Black|Polyester,https://cdn.example.com/products/prod-c9400963.jpg,2023-09-29 15:34:08,2024-03-29 15:34:08
9708,Lenovo Magazines Black 40,Activity bag PM quality oil ball fish whatever natural knowledge still future scene foreign account physical behavior result somebody follow above sing.,Lenovo,Books & Stationery,Magazines,7179.35,INR,70,2153.81,0,790,9520530472968,LEN-BOO-009708,PROD-69CE2691,Black,40,Metal,14.89,73.5,74.2,46.4,3.9,24310,In Stock,Crawford-Rodgers,Bangladesh,0,Books & Stationery|Magazines|Lenovo|Black|Metal,https://cdn.example.com/products/prod-69ce2691.jpg,2023-10-09 14:32:14,2024-01-07 14:32:14
9709,Canon Formal Shirts Green 34,Growth kitchen store statement start wind piece our.,Canon,Clothing,Formal Shirts,70449.57,INR,5,66927.09,28,3080,1191830006528,CAN-CLO-009709,PROD-F10B7A59,Green,34,Nylon,11.35,69.4,79.3,48.8,4.6,2839,Discontinued,Madden-Richardson,Vietnam,18,Clothing|Formal Shirts|Canon|Green|Nylon,https://cdn.example.com/products/prod-f10b7a59.jpg,2023-10-21 19:42:10,2024-04-15 19:42:10
9710,Asus Skirts Beige XXL,Election drive himself reflect agency side what near large statement whole reach compare social part people.,Asus,Clothing,Skirts,44984.56,INR,0,44984.56,12,4913,0786924525088,ASU-CLO-009710,PROD-3605F0D2,Beige,XXL,Cotton,22.43,123.2,81.4,58.2,1.2,15768,Out of Stock,"Hill, Kelly and Park",Taiwan,12,Clothing|Skirts|Asus|Beige|Cotton,https://cdn.example.com/products/prod-3605f0d2.jpg,2023-05-17 04:15:37,2024-02-23 04:15:37
9711,VIP Cleaning Kits Beige 30,Believe goal memory choice may both well produce sort establish early commercial up me join or thank.,VIP,Automotive,Cleaning Kits,13973.95,INR,0,13973.95,12,154,0744505722769,VIP-AUT-009711,PROD-EE557188,Beige,30,Silk,29.18,128.3,18.4,77.1,4.4,9341,Out of Stock,Bautista-Brown,Italy,24,Automotive|Cleaning Kits|VIP|Beige|Silk,https://cdn.example.com/products/prod-ee557188.jpg,2023-01-23 17:02:47,2023-07-26 17:02:47
9712,Adidas Fiction Blue 30,Man check become specific suggest offer somebody project they its discover wish director wonder size range share example politics large success.,Adidas,Books & Stationery,Fiction,93462.37,INR,60,37384.95,12,2747,9320885872587,ADI-BOO-009712,PROD-D36070B5,Blue,30,Cotton,25.81,6.7,110.4,43.2,1.6,24496,Discontinued,Paul-Moore,Vietnam,24,Books & Stationery|Fiction|Adidas|Blue|Cotton,https://cdn.example.com/products/prod-d36070b5.jpg,2024-02-11 18:40:56,2024-07-22 18:40:56
9713,Levi's Dash Cams Blue 11,Financial interest no hundred watch prepare wide dog book big room size family official data first begin read local work big character group.,Levi's,Automotive,Dash Cams,88693.99,INR,40,53216.39,18,3829,9328510832753,LEV-AUT-009713,PROD-DE4F7283,Blue,11,Rubber,19.53,76.0,148.8,82.0,2.2,7177,Discontinued,"Collier, Riley and Allen",Bangladesh,0,Automotive|Dash Cams|Levi's|Blue|Rubber,https://cdn.example.com/products/prod-de4f7283.jpg,2022-03-19 19:29:56,2022-04-07 19:29:56
9714,Canon Art Supplies Yellow 10,Vote stay scientist civil daughter federal week word brother behavior stage action.,Canon,Books & Stationery,Art Supplies,71662.76,INR,50,35831.38,18,3700,9052460415031,CAN-BOO-009714,PROD-E3ED3B21,Yellow,10,Wool,22.09,52.2,24.7,64.7,4.3,264,Discontinued,Ramirez-Newton,Japan,36,Books & Stationery|Art Supplies|Canon|Yellow|Wool,https://cdn.example.com/products/prod-e3ed3b21.jpg,2023-01-07 08:29:47,2023-03-10 08:29:47
9715,Dell Wallets Red 34,Goal medical pretty medical computer activity civil away discussion identify others figure policy for ready either.,Dell,Bags & Luggage,Wallets,99155.11,INR,20,79324.09,5,1222,8792958818999,DEL-BAG-009715,PROD-AB7169F8,Red,34,Wood,0.73,183.7,91.1,68.9,1.4,23609,Pre-Order,Owen Inc,Taiwan,36,Bags & Luggage|Wallets|Dell|Red|Wood,https://cdn.example.com/products/prod-ab7169f8.jpg,2023-05-14 04:35:04,2024-03-15 04:35:04
9716,HP Fragrances Orange 30,Man find risk kind million career person get resource fast cultural to someone.,HP,Beauty & Health,Fragrances,99410.39,INR,0,99410.39,12,2394,3623752549046,HP-BEA-009716,PROD-B2CBA3CC,Orange,30,Linen,5.36,69.5,20.2,99.3,3.8,4425,Discontinued,"Sims, Henderson and Harris",India,6,Beauty & Health|Fragrances|HP|Orange|Linen,https://cdn.example.com/products/prod-b2cba3cc.jpg,2024-04-07 01:44:34,2025-01-13 01:44:34
9717,Apple Activewear Yellow 38,Less leg husband left expect us degree here week however.,Apple,Clothing,Activewear,55316.25,INR,15,47018.81,5,3259,8601566604347,APP-CLO-009717,PROD-F37DA79B,Yellow,38,Leather,1.63,41.7,145.7,70.4,1.3,13322,In Stock,"Carr, Lee and Fernandez",USA,18,Clothing|Activewear|Apple|Yellow|Leather,https://cdn.example.com/products/prod-f37da79b.jpg,2022-08-18 02:01:40,2023-03-10 02:01:40
9718,H&M Skincare White 38,Stuff war medical difference soldier yeah soldier degree one act long significant.,H&M,Beauty & Health,Skincare,60906.14,INR,60,24362.46,5,4970,3121848326804,H&M-BEA-009718,PROD-3F6ACB83,White,38,Metal,19.29,20.1,148.4,9.9,1.5,14233,Limited Stock,Nguyen-Fischer,Italy,12,Beauty & Health|Skincare|H&M|White|Metal,https://cdn.example.com/products/prod-3f6acb83.jpg,2024-01-09 17:54:59,2024-06-28 17:54:59
9719,Decathlon Cricket Gear Rose Gold 10,Culture share side father nice improve paper matter animal get game sound travel any end cell list still all approach.,Decathlon,Sports & Fitness,Cricket Gear,37347.35,INR,0,37347.35,18,3804,4443985202957,DEC-SPO-009719,PROD-6D9827F7,Rose Gold,10,Wood,21.24,139.6,52.5,68.5,4.8,24048,In Stock,Miller and Sons,South Korea,0,Sports & Fitness|Cricket Gear|Decathlon|Rose Gold|Wood,https://cdn.example.com/products/prod-6d9827f7.jpg,2024-01-26 11:21:26,2024-09-20 11:21:26
9720,Prestige Bike Accessories Teal 9,Collection as already science evening seem lay save suddenly direction.,Prestige,Automotive,Bike Accessories,47857.89,INR,15,40679.21,5,292,8038342565897,PRE-AUT-009720,PROD-20E1790D,Teal,9,Cotton,21.98,194.4,57.3,50.5,1.7,3463,In Stock,Bradshaw and Sons,Japan,18,Automotive|Bike Accessories|Prestige|Teal|Cotton,https://cdn.example.com/products/prod-20e1790d.jpg,2024-06-27 06:57:03,2024-10-28 06:57:03
9721,H&M Jeans Olive S,Church economic or generation claim eight nice base red number message send rather option.,H&M,Clothing,Jeans,23318.28,EUR,60,9327.31,0,4839,0096859618855,H&M-CLO-009721,PROD-97C115CC,Olive,S,Aluminium,19.4,95.0,137.2,15.4,4.4,5744,Limited Stock,"Harris, Davis and Rogers",USA,18,Clothing|Jeans|H&M|Olive|Aluminium,https://cdn.example.com/products/prod-97c115cc.jpg,2024-02-04 11:03:51,2025-01-23 11:03:51
9722,Whirlpool Makeup Yellow 8,They director positive investment to term feeling no recognize old suggest rich admit hand interesting air major candidate likely.,Whirlpool,Beauty & Health,Makeup,89434.59,INR,30,62604.21,0,1018,4672968792028,WHI-BEA-009722,PROD-768E0C16,Yellow,8,Polyester,16.75,115.9,71.5,9.1,4.8,4332,Out of Stock,Bean-Valenzuela,Taiwan,6,Beauty & Health|Makeup|Whirlpool|Yellow|Polyester,https://cdn.example.com/products/prod-768e0c16.jpg,2024-05-24 05:28:28,2025-03-17 05:28:28
9723,Lacoste Fragrances White 32,Clearly finally sure hear attack ball south though.,Lacoste,Beauty & Health,Fragrances,40626.63,INR,25,30469.97,12,4423,9784301612650,LAC-BEA-009723,PROD-2162F326,White,32,Plastic,26.75,51.4,29.5,30.7,3.8,6472,Pre-Order,Rowland-Mendoza,Vietnam,0,Beauty & Health|Fragrances|Lacoste|White|Plastic,https://cdn.example.com/products/prod-2162f326.jpg,2024-08-15 18:14:44,2024-11-26 18:14:44
9724,Havells Non-Fiction Grey 34,Letter note man its sort other American dark.,Havells,Books & Stationery,Non-Fiction,97480.06,INR,40,58488.04,12,4839,9895494308142,HAV-BOO-009724,PROD-B896EAD8,Grey,34,Linen,20.3,159.5,135.9,91.0,2.5,23669,Pre-Order,Hudson Ltd,USA,24,Books & Stationery|Non-Fiction|Havells|Grey|Linen,https://cdn.example.com/products/prod-b896ead8.jpg,2024-07-07 07:09:33,2024-09-09 07:09:33
9725,Acer Action Figures Green 34,South read seem science while accept last lay show yet soon.,Acer,Toys & Games,Action Figures,23477.16,INR,20,18781.73,12,207,8437674858521,ACE-TOY-009725,PROD-75AF4390,Green,34,Wood,27.84,107.9,102.6,39.2,3.1,18289,Pre-Order,Evans Ltd,Bangladesh,12,Toys & Games|Action Figures|Acer|Green|Wood,https://cdn.example.com/products/prod-75af4390.jpg,2022-08-15 09:19:17,2023-07-17 09:19:17
9726,Nike Appliances Cyan 7,Stage determine about attack officer per these agency model say.,Nike,Home & Kitchen,Appliances,64091.45,USD,50,32045.72,28,2175,0935389688986,NIK-HOM-009726,PROD-37823EAD,Cyan,7,Nylon,22.43,54.4,132.0,52.0,3.1,24730,Discontinued,Brooks Inc,Japan,36,Home & Kitchen|Appliances|Nike|Cyan|Nylon,https://cdn.example.com/products/prod-37823ead.jpg,2022-10-23 11:08:40,2023-09-01 11:08:40
9727,Samsung Yoga Mats Black 7,Push sense strategy price act board win lay yeah compare always receive off somebody guy subject agree.,Samsung,Sports & Fitness,Yoga Mats,75743.89,INR,20,60595.11,18,785,7177352863195,SAM-SPO-009727,PROD-6363099F,Black,7,Plastic,29.23,157.4,133.2,40.5,1.3,13834,In Stock,"Ray, Davis and Yu",Taiwan,12,Sports & Fitness|Yoga Mats|Samsung|Black|Plastic,https://cdn.example.com/products/prod-6363099f.jpg,2024-10-18 21:31:49,2025-06-10 21:31:49
9728,LG Sports Shoes Black 34,Up thing building daughter meet reflect letter nearly occur management pretty minute process.,LG,Footwear,Sports Shoes,51890.51,INR,10,46701.46,12,2711,6841805200509,LG-FOO-009728,PROD-AC56DDC1,Black,34,Cotton,9.86,94.7,24.7,71.9,1.0,3543,Discontinued,Butler and Sons,Japan,18,Footwear|Sports Shoes|LG|Black|Cotton,https://cdn.example.com/products/prod-ac56ddc1.jpg,2022-06-06 22:44:58,2023-02-18 22:44:58
9729,Wildcraft Travel Pouches Grey 34,Across agree certainly particular drop language star win push top more consumer very stand.,Wildcraft,Bags & Luggage,Travel Pouches,88022.65,INR,60,35209.06,5,2278,4839539339789,WIL-BAG-009729,PROD-9872E825,Grey,34,Linen,4.49,169.6,128.2,91.2,4.8,16931,Limited Stock,"Matthews, Leonard and Anderson",South Korea,0,Bags & Luggage|Travel Pouches|Wildcraft|Grey|Linen,https://cdn.example.com/products/prod-9872e825.jpg,2023-07-08 05:53:34,2024-03-30 05:53:34
9730,Casio T-Shirts Gold 32,Order step lawyer democratic able food other that activity interesting middle make.,Casio,Clothing,T-Shirts,16125.76,INR,30,11288.03,28,457,1495957526830,CAS-CLO-009730,PROD-CF34913A,Gold,32,Leather,13.94,198.4,62.0,68.5,2.4,12568,Out of Stock,"Herman, Young and Price",Vietnam,6,Clothing|T-Shirts|Casio|Gold|Leather,https://cdn.example.com/products/prod-cf34913a.jpg,2022-02-22 02:18:11,2022-09-27 02:18:11
9731,Crompton Treadmills Red 9,System herself book model card agency despite executive item traditional must.,Crompton,Sports & Fitness,Treadmills,85815.36,INR,25,64361.52,28,493,9599037058746,CRO-SPO-009731,PROD-ED55DBD7,Red,9,Leather,27.89,104.9,4.8,38.6,3.4,9767,Discontinued,"Allen, Buck and Cooper",Italy,0,Sports & Fitness|Treadmills|Crompton|Red|Leather,https://cdn.example.com/products/prod-ed55dbd7.jpg,2022-01-18 08:10:21,2022-12-19 08:10:21
9732,VIP Ayurvedic Red S,Serve own building its question partner effort skin style main from hard check design morning sort school everything movie.,VIP,Beauty & Health,Ayurvedic,63825.5,USD,30,44677.85,5,4537,2359779792066,VIP-BEA-009732,PROD-070D622D,Red,S,Nylon,25.2,58.3,103.8,32.9,4.7,11728,Discontinued,Ayala Group,China,18,Beauty & Health|Ayurvedic|VIP|Red|Nylon,https://cdn.example.com/products/prod-070d622d.jpg,2022-12-14 15:47:21,2023-05-30 15:47:21
9733,Acer TVs Orange One Size,Range summer deep teach stuff professional line sport service wait.,Acer,Electronics,TVs,49335.15,INR,60,19734.06,12,3576,6492141041266,ACE-ELE-009733,PROD-580FB77D,Orange,One Size,Polyester,4.7,34.0,25.1,65.2,4.9,3697,Out of Stock,Wallace-Moody,India,6,Electronics|TVs|Acer|Orange|Polyester,https://cdn.example.com/products/prod-580fb77d.jpg,2022-05-21 06:47:55,2023-05-14 06:47:55
9734,Levi's Dolls Rose Gold XS,Store him because either clearly writer game it central month support laugh guess page I share.,Levi's,Toys & Games,Dolls,7154.16,INR,0,7154.16,5,3009,6960443258618,LEV-TOY-009734,PROD-32CA0A85,Rose Gold,XS,Aluminium,29.85,55.9,108.7,47.3,1.7,7270,In Stock,Richard-Rodriguez,Italy,24,Toys & Games|Dolls|Levi's|Rose Gold|Aluminium,https://cdn.example.com/products/prod-32ca0a85.jpg,2023-12-04 13:38:42,2023-12-04 13:38:42
9735,Adidas TVs Pink XXL,Law seem simply public president policy discussion type check perhaps agent enough voice read color.,Adidas,Electronics,TVs,59965.84,INR,0,59965.84,18,2167,9739236380648,ADI-ELE-009735,PROD-CAB1F7B7,Pink,XXL,Rubber,22.07,20.2,41.8,79.9,4.0,19238,In Stock,Baker and Sons,Bangladesh,36,Electronics|TVs|Adidas|Pink|Rubber,https://cdn.example.com/products/prod-cab1f7b7.jpg,2024-06-14 12:45:38,2024-08-28 12:45:38
9736,Acer Formal Shirts Beige 30,Country friend deep show little because radio executive attention model.,Acer,Clothing,Formal Shirts,41722.44,EUR,15,35464.07,12,4078,9938144700887,ACE-CLO-009736,PROD-06A0C41A,Beige,30,Denim,1.74,189.4,58.0,93.3,3.8,12647,In Stock,Long LLC,Germany,12,Clothing|Formal Shirts|Acer|Beige|Denim,https://cdn.example.com/products/prod-06a0c41a.jpg,2023-11-06 23:59:18,2024-02-19 23:59:18
9737,Canon Formal Shirts Orange 34,Else fly mother exactly range share become turn market increase adult author wonder.,Canon,Clothing,Formal Shirts,70278.57,USD,0,70278.57,5,4231,5692814124826,CAN-CLO-009737,PROD-CAEDA401,Orange,34,Plastic,29.19,27.3,56.1,95.1,4.6,4708,In Stock,"Cervantes, Bates and Silva",USA,12,Clothing|Formal Shirts|Canon|Orange|Plastic,https://cdn.example.com/products/prod-caeda401.jpg,2022-09-19 23:02:43,2022-12-27 23:02:43
